head,predicate,tail,dataset
01013856,_hypernym,01013367,train
08820121,_has_part,09370552,train
09383793,_instance_hypernym,09428293,train
13614256,_synset_domain_topic_of,06100555,train
14445226,_hypernym,07305234,train
13905792,_derivationally_related_form,01279305,train
02707125,_hypernym,00117985,train
02025530,_member_meronym,02031455,train
01618671,_member_meronym,01618922,train
01088923,_derivationally_related_form,00586262,train
00967625,_derivationally_related_form,10491309,train
10402285,_derivationally_related_form,00397953,train
02298471,_derivationally_related_form,01113068,train
02251743,_derivationally_related_form,10409752,train
07326557,_hypernym,07323922,train
03837422,_hypernym,03563967,train
10538629,_hypernym,09974648,train
09044862,_has_part,08563180,train
01418037,_hypernym,01418179,train
01963795,_hypernym,01962671,train
05272110,_hypernym,05248181,train
01413173,_hypernym,01400044,train
00981276,_hypernym,00980453,train
01606736,_derivationally_related_form,00140393,train
00717748,_hypernym,00717208,train
02839200,_derivationally_related_form,02653159,train
12377809,_hypernym,11565385,train
10576071,_derivationally_related_form,02150948,train
02394068,_hypernym,01342529,train
13752172,_hypernym,13745420,train
01933686,_hypernym,01921559,train
04249415,_hypernym,03249569,train
02527813,_member_meronym,02549533,train
02515410,_hypernym,01429349,train
01265740,_synset_domain_topic_of,00243918,train
02472223,_hypernym,02471690,train
10546850,_derivationally_related_form,00866702,train
03390327,_hypernym,02866578,train
03532342,_has_part,02790322,train
07062697,_hypernym,07059255,train
02012344,_derivationally_related_form,00331655,train
01574270,_hypernym,01507175,train
12916935,_member_meronym,12927354,train
00682781,_hypernym,00681429,train
00140112,_hypernym,00138956,train
12610609,_member_meronym,12610740,train
14018918,_hypernym,14018567,train
12984802,_member_meronym,12985010,train
08894456,_instance_hypernym,08558488,train
00588221,_derivationally_related_form,00532892,train
11988774,_member_meronym,11988893,train
00228655,_derivationally_related_form,00278555,valid
11719468,_member_meronym,11739199,train
01670961,_hypernym,01657723,train
02801349,_derivationally_related_form,09442838,train
08681222,_derivationally_related_form,02033295,train
06885083,_derivationally_related_form,01026095,train
00547493,_derivationally_related_form,10329945,train
07686021,_hypernym,07685730,train
07159791,_hypernym,07109196,valid
07351909,_derivationally_related_form,01868370,train
12581381,_member_meronym,12582231,train
03926148,_has_part,03365374,train
04825383,_hypernym,04876053,train
01879251,_derivationally_related_form,07401726,train
01570744,_derivationally_related_form,00225786,train
06367879,_derivationally_related_form,10363573,train
01807882,_derivationally_related_form,06615561,valid
01084588,_hypernym,01111816,train
01056411,_derivationally_related_form,02652922,valid
01718952,_hypernym,02407987,train
02655523,_hypernym,02652668,train
00487653,_also_see,01675190,train
07970406,_member_meronym,10399491,train
08923884,_instance_hypernym,08524735,train
02584915,_hypernym,02584643,train
00026941,_hypernym,00026385,train
08723006,_member_of_domain_region,13717728,train
01901783,_derivationally_related_form,00346095,train
00130093,_derivationally_related_form,01615457,train
00065070,_derivationally_related_form,07495327,train
12572188,_hypernym,13112664,train
12323411,_member_meronym,12323820,train
10908919,_instance_hypernym,10467395,train
00445711,_hypernym,00445169,train
02342132,_hypernym,00182406,train
07460104,_derivationally_related_form,02092309,train
02536557,_hypernym,00137313,train
01556572,_hypernym,01556346,train
00596807,_derivationally_related_form,10468750,train
15126931,_instance_hypernym,15248020,train
04670746,_hypernym,04670531,train
02300378,_member_meronym,02300797,train
00365513,_synset_domain_topic_of,06066555,train
06380726,_hypernym,06377442,train
01246697,_hypernym,01246541,train
06598445,_derivationally_related_form,00599992,train
02261386,_derivationally_related_form,14480420,train
02119874,_derivationally_related_form,05723563,train
05823054,_derivationally_related_form,00896803,test
01546223,_hypernym,01342529,train
13869327,_derivationally_related_form,02034671,train
10325243,_hypernym,10324851,train
10296176,_derivationally_related_form,01988325,train
12479303,_member_meronym,12479537,valid
06743506,_hypernym,06722453,train
01454260,_hypernym,01429349,train
00234857,_hypernym,00233335,train
06453849,_has_part,06441607,train
06286395,_derivationally_related_form,00980453,train
01239064,_derivationally_related_form,02677567,test
05857459,_hypernym,05855125,train
02150948,_hypernym,02150510,train
02285392,_derivationally_related_form,10658304,valid
06677302,_derivationally_related_form,01745722,train
01658762,_hypernym,01658188,train
09378801,_instance_hypernym,07959943,train
00123170,_derivationally_related_form,03005920,train
15167027,_has_part,15167906,train
01104376,_hypernym,01101913,train
02971691,_has_part,02916350,valid
00411020,_hypernym,00109660,train
10252547,_hypernym,10630188,train
04018155,_has_part,02705944,train
01641751,_derivationally_related_form,00061792,train
06461077,_hypernym,06429590,train
12669157,_hypernym,11579418,train
01178415,_synset_domain_topic_of,06155567,train
01066881,_hypernym,01066163,train
13273154,_hypernym,13278375,train
02769460,_hypernym,04336034,train
00855512,_derivationally_related_form,05734018,train
00114837,_hypernym,00109660,train
03878963,_hypernym,03385557,train
00770543,_derivationally_related_form,01993352,train
08570758,_hypernym,08673395,train
08980300,_instance_hypernym,09203827,train
06392935,_synset_domain_topic_of,06520944,train
09713985,_derivationally_related_form,02961505,train
00009147,_derivationally_related_form,13555599,train
13125117,_has_part,13162297,train
01941670,_member_meronym,01951721,train
09209263,_has_part,08992648,train
01840278,_hypernym,01507175,train
00998604,_hypernym,00996969,train
02475261,_hypernym,00803325,train
01378123,_hypernym,01378556,train
00636921,_hypernym,00633864,train
06269674,_hypernym,07037465,train
09641002,_hypernym,09638875,train
11921949,_member_meronym,11922192,train
09023321,_member_of_domain_region,09956780,train
12359026,_member_meronym,12373361,train
01855155,_derivationally_related_form,10724699,train
01247306,_hypernym,00220522,train
07419233,_derivationally_related_form,00374534,train
12469936,_member_meronym,12470092,train
02276088,_derivationally_related_form,13471681,train
14505821,_derivationally_related_form,09606380,train
12983961,_hypernym,13024012,test
02465929,_hypernym,05299178,test
14419164,_derivationally_related_form,00713167,train
07848338,_hypernym,07843775,train
10214062,_derivationally_related_form,01993352,train
06695862,_hypernym,06695579,train
02627934,_derivationally_related_form,14450691,train
00217700,_derivationally_related_form,11502102,train
03055809,_derivationally_related_form,00611481,train
00611256,_derivationally_related_form,05761918,valid
02159271,_member_meronym,02163144,train
01883212,_member_meronym,01884348,train
01484982,_hypernym,00452512,test
03089348,_derivationally_related_form,02844728,train
03022406,_derivationally_related_form,00021826,train
06543781,_hypernym,06479665,train
06504462,_hypernym,06502378,train
02260959,_hypernym,02260362,train
00559102,_derivationally_related_form,05035961,train
08124649,_hypernym,08337324,train
12977296,_member_meronym,12980231,train
07296428,_derivationally_related_form,00169806,train
05728678,_hypernym,05726596,train
10022111,_synset_domain_topic_of,08083599,train
06532095,_hypernym,06479665,train
02822865,_hypernym,04060904,train
12303349,_hypernym,11567411,train
05992624,_hypernym,05992274,train
02215790,_verb_group,02215506,train
05166560,_synset_domain_topic_of,01326291,train
08766988,_has_part,08775297,train
12039743,_member_meronym,12045004,train
12112789,_member_meronym,12112918,train
01258852,_derivationally_related_form,00799798,train
07489548,_synset_domain_topic_of,00704305,train
12557995,_has_part,07728804,train
01435380,_derivationally_related_form,01105259,train
11839297,_member_meronym,11839568,train
06760076,_hypernym,06759349,train
08196024,_synset_domain_topic_of,08199025,train
11692952,_member_meronym,11713960,train
00148763,_synset_domain_topic_of,06084469,train
02712243,_derivationally_related_form,08492747,valid
08660339,_derivationally_related_form,01990281,train
03928116,_has_part,03928814,train
00290406,_derivationally_related_form,01918803,train
00746232,_hypernym,00745637,train
05704266,_derivationally_related_form,00722232,train
03615133,_hypernym,02914813,train
04446521,_has_part,04447028,train
00045114,_hypernym,00030358,train
05782884,_hypernym,05781800,train
00973530,_hypernym,00973056,train
00882961,_derivationally_related_form,02123672,train
02207206,_derivationally_related_form,00079018,train
00821295,_synset_domain_topic_of,08199025,train
01719403,_hypernym,01661091,train
08290928,_hypernym,08290156,train
01217043,_derivationally_related_form,01017320,train
09275473,_member_of_domain_region,10580535,train
06461077,_has_part,06460524,train
07487695,_derivationally_related_form,02131072,train
15245515,_derivationally_related_form,00702226,train
10226060,_synset_domain_topic_of,08441203,train
02297294,_hypernym,02295064,train
00401688,_derivationally_related_form,06606191,train
04714156,_hypernym,04713118,train
04253437,_derivationally_related_form,00538571,train
04909018,_hypernym,04908396,train
02120451,_derivationally_related_form,14325437,train
00918746,_derivationally_related_form,05804136,train
08897065,_has_part,08899577,train
15146545,_synset_domain_topic_of,00704305,train
10637635,_derivationally_related_form,02467662,train
00781912,_derivationally_related_form,02277448,train
01635659,_member_meronym,01635964,train
11380923,_instance_hypernym,10123844,train
01850035,_hypernym,01507175,train
01039925,_derivationally_related_form,00475819,train
01240514,_hypernym,01240720,train
00330160,_derivationally_related_form,00438178,train
05300926,_hypernym,05510702,train
02259377,_hypernym,02246011,train
02064358,_derivationally_related_form,01258161,train
07998573,_derivationally_related_form,00656292,train
00265119,_hypernym,00248977,train
00909219,_hypernym,00907147,train
14004317,_hypernym,00024720,train
08236621,_hypernym,08236438,train
12892226,_member_meronym,12908432,train
07085786,_derivationally_related_form,00983333,train
00946105,_derivationally_related_form,05817845,train
01119620,_derivationally_related_form,02244603,train
00660102,_derivationally_related_form,10506915,train
06564387,_synset_domain_topic_of,08441203,train
01810946,_hypernym,01504437,train
01637368,_derivationally_related_form,05632446,train
01798782,_derivationally_related_form,07372959,train
00001740,_derivationally_related_form,03110322,valid
15062284,_derivationally_related_form,00365810,train
01536916,_member_meronym,01537710,train
13491464,_derivationally_related_form,00060185,train
00652900,_derivationally_related_form,00142665,train
00881998,_derivationally_related_form,04716210,train
13815742,_derivationally_related_form,00151279,train
08860123,_member_of_domain_region,09980275,train
06343971,_hypernym,07012534,train
02803934,_hypernym,02803349,train
05623628,_derivationally_related_form,02527085,train
07129202,_hypernym,07128946,train
01069311,_derivationally_related_form,01802070,train
09495103,_hypernym,09492123,train
00717045,_derivationally_related_form,07203126,train
00787049,_derivationally_related_form,09980458,train
10529231,_derivationally_related_form,02204692,train
02279257,_hypernym,02274822,valid
08152657,_hypernym,00031264,train
10699752,_derivationally_related_form,00782527,train
00311338,_derivationally_related_form,00218208,train
06540702,_synset_domain_topic_of,08441203,train
11121108,_instance_hypernym,10296832,train
00407328,_hypernym,00406243,train
03666591,_hypernym,03183080,train
08860123,_member_of_domain_region,07623664,train
