head,predicate,tail
01798452,_derivationally_related_form,14376188
06295235,_member_of_domain_usage,02831595
02440705,_member_meronym,02444103
07083246,_hypernym,07071483
09213828,_derivationally_related_form,01884577
02433381,_derivationally_related_form,01137987
03747281,_hypernym,02718469
06346681,_hypernym,06346461
11707827,_hypernym,11703669
11900058,_member_meronym,11906359
05340795,_hypernym,05333777
00901789,_hypernym,00153288
10439629,_hypernym,09774783
12759120,_member_meronym,12759273
01384102,_hypernym,01382083
09493562,_derivationally_related_form,02694247
02624806,_hypernym,02624263
01867295,_derivationally_related_form,01628197
12582665,_hypernym,12582231
09275473,_member_of_domain_region,03743016
08991182,_has_part,08991878
00073177,_synset_domain_topic_of,06000644
05202497,_hypernym,05200169
01727646,_hypernym,01726692
01104637,_has_part,00609236
01453256,_derivationally_related_form,10492202
09997404,_derivationally_related_form,00812580
14152279,_hypernym,14291010
09708648,_hypernym,09708405
00633864,_hypernym,00575741
07094093,_hypernym,07093895
03178782,_hypernym,03169390
13558490,_derivationally_related_form,01540449
01484987,_derivationally_related_form,10787470
00733044,_hypernym,00637259
12587803,_has_part,07772935
00102457,_derivationally_related_form,00479932
00208497,_hypernym,00208836
11414257,_hypernym,11410625
10209888,_hypernym,00007846
07886057,_hypernym,07884567
10018021,_derivationally_related_form,00807461
12174124,_member_meronym,12174521
00267041,_hypernym,00109660
05457469,_has_part,05457795
11759224,_hypernym,13104059
10264437,_derivationally_related_form,06171040
10078806,_hypernym,09614315
00501080,_has_part,00500280
01447868,_hypernym,01447257
05577410,_hypernym,05566097
07033433,_hypernym,07033245
03206908,_hypernym,03094503
00687295,_hypernym,00684645
01914163,_hypernym,01909422
02024636,_member_meronym,02024763
02554922,_derivationally_related_form,10677713
03273740,_hypernym,04330340
14456752,_hypernym,14456138
02058453,_hypernym,01507175
00266391,_synset_domain_topic_of,06084469
00732224,_verb_group,02343595
06501918,_synset_domain_topic_of,08441203
01614925,_hypernym,01613294
03654576,_has_part,03145843
05808218,_hypernym,05807306
00139908,_synset_domain_topic_of,00243918
10294139,_hypernym,10582746
11965627,_hypernym,11672400
02398956,_hypernym,02457233
05062993,_hypernym,05062748
08027314,_instance_hypernym,08392137
15165289,_hypernym,15113229
08860123,_member_of_domain_region,07678193
00436404,_derivationally_related_form,00195569
01053339,_hypernym,00983824
09222051,_derivationally_related_form,01259951
09752246,_synset_domain_topic_of,05778131
02728440,_derivationally_related_form,00047945
02670683,_hypernym,03903424
01310660,_derivationally_related_form,00941974
00558883,_hypernym,00558630
00003316,_hypernym,00005041
00242003,_derivationally_related_form,00349416
01018366,_derivationally_related_form,02648253
00332154,_derivationally_related_form,14997012
08100320,_member_meronym,08100481
00060185,_derivationally_related_form,13491464
00663160,_derivationally_related_form,05798569
02253715,_hypernym,02252226
04972801,_hypernym,04971928
13786960,_hypernym,13783816
05564590,_has_part,05566504
02217266,_derivationally_related_form,01134037
01926311,_also_see,01883716
01389007,_hypernym,01387786
13536016,_hypernym,13518963
10388732,_hypernym,10676877
01955984,_verb_group,02742232
05564323,_has_part,05593476
08993288,_member_meronym,09729387
00640385,_hypernym,00637259
07774295,_hypernym,07737081
02040049,_also_see,02324397
09310616,_hypernym,09278537
00166146,_derivationally_related_form,01807882
13489037,_derivationally_related_form,00252019
05764365,_derivationally_related_form,02660631
12139367,_hypernym,11556857
03282060,_hypernym,03792048
01874784,_member_meronym,01874928
01640207,_derivationally_related_form,00923995
13028337,_member_meronym,13029946
01808785,_hypernym,01504437
08916111,_instance_hypernym,08524735
07236759,_hypernym,07236077
03375443,_hypernym,03892891
08900535,_member_of_domain_region,01281154
14398523,_hypernym,14398067
08873622,_has_part,08875369
00720808,_derivationally_related_form,05805277
09020792,_instance_hypernym,08691669
10575787,_derivationally_related_form,01317723
00946105,_derivationally_related_form,06795746
13874558,_hypernym,13867641
12933616,_hypernym,12205694
11150224,_instance_hypernym,09958724
04097373,_hypernym,02958343
12468081,_member_meronym,12468243
12182615,_hypernym,13112664
10474645,_derivationally_related_form,00597629
04683002,_hypernym,04682462
06677302,_derivationally_related_form,01747945
01655344,_hypernym,01627424
09440400,_has_part,08979054
00275088,_hypernym,00208836
10484526,_synset_domain_topic_of,06652878
08544813,_member_meronym,08654360
02538086,_hypernym,02458103
05564590,_has_part,05565696
02500144,_member_meronym,02500267
09076675,_member_of_domain_region,01269633
01140471,_derivationally_related_form,09943811
00847770,_hypernym,00847340
02465939,_hypernym,02402825
00823669,_hypernym,00826509
00713250,_hypernym,00712225
04836074,_derivationally_related_form,10060352
01312096,_has_part,01271107
01524885,_member_meronym,01597194
11116642,_instance_hypernym,10214637
02296153,_verb_group,02235842
12562577,_hypernym,13104059
02559232,_member_meronym,02559383
03621473,_hypernym,03964744
13065902,_member_meronym,13066631
02660769,_member_meronym,02661765
03180504,_hypernym,04552696
10610850,_hypernym,10702781
07187996,_derivationally_related_form,00759269
01693881,_derivationally_related_form,03257586
06845599,_member_of_domain_usage,03824014
14106025,_hypernym,14057371
10291730,_hypernym,00007846
00561226,_hypernym,00560529
02062430,_hypernym,02062017
09613191,_hypernym,00007846
10224098,_hypernym,09940146
02060719,_member_meronym,02061425
02153023,_hypernym,02152812
00872414,_derivationally_related_form,14031660
01955463,_member_meronym,01955933
07414740,_derivationally_related_form,02032634
10419630,_derivationally_related_form,01803380
00109660,_derivationally_related_form,03005920
06792645,_derivationally_related_form,00973056
08719100,_member_of_domain_region,08032023
13552644,_hypernym,13518963
09382990,_has_part,08926877
01487830,_derivationally_related_form,03968728
02468793,_derivationally_related_form,09465459
04068441,_hypernym,03956922
06718543,_hypernym,06717170
08766988,_member_of_domain_region,09222742
00208055,_hypernym,00205885
02623868,_member_meronym,02625418
01185292,_hypernym,01184814
12593122,_hypernym,12582846
08124971,_has_part,08125722
10059162,_hypernym,00007846
10167565,_derivationally_related_form,01803380
09044862,_has_part,09464335
06201908,_hypernym,06201136
00883139,_derivationally_related_form,02125032
02597173,_hypernym,01432517
01911888,_hypernym,01904930
08613593,_hypernym,08630039
12438977,_hypernym,11561228
00756598,_hypernym,00752431
09995573,_hypernym,09761068
14496710,_hypernym,13920835
15181556,_synset_domain_topic_of,08083599
00902289,_hypernym,00901799
09775663,_synset_domain_topic_of,08441203
05081957,_hypernym,05079866
00598954,_derivationally_related_form,07214432
12697883,_member_meronym,12698027
00775702,_derivationally_related_form,01471043
00614224,_derivationally_related_form,00993014
01279978,_also_see,01497736
13044149,_hypernym,11592146
10369528,_derivationally_related_form,00939035
03385117,_derivationally_related_form,00142191
00434077,_derivationally_related_form,05090441
12441183,_hypernym,12205694
11766189,_hypernym,11765277
08199025,_hypernym,08208016
01435380,_derivationally_related_form,00201671
07254594,_hypernym,07254267
00053913,_derivationally_related_form,00799383
01318478,_hypernym,00015388
00694641,_hypernym,00690614
04096066,_derivationally_related_form,01952750
06946497,_derivationally_related_form,02958126
12249542,_has_part,07744057
15195928,_hypernym,15185290
10512201,_derivationally_related_form,01098452
01218791,_derivationally_related_form,02888569
10131268,_hypernym,10527334
02248147,_member_meronym,02249995
01016002,_hypernym,01016778
09779280,_hypernym,09613191
10381369,_hypernym,10383237
08368907,_hypernym,07941170
01005284,_derivationally_related_form,00319406
01643657,_derivationally_related_form,13773539
00321731,_hypernym,00320852
09013353,_instance_hypernym,08633957
00754942,_derivationally_related_form,07191279
03189083,_hypernym,03736970
07075172,_member_of_domain_usage,00008007
07516997,_derivationally_related_form,01796033
10870235,_instance_hypernym,10794014
13538182,_derivationally_related_form,01307389
08845555,_has_part,08846885
01036804,_derivationally_related_form,10463943
02520509,_derivationally_related_form,13292787
00508933,_hypernym,00508032
05256862,_derivationally_related_form,00038849
02441942,_hypernym,02441326
06667317,_hypernym,06349220
08860123,_member_of_domain_region,07065932
05634219,_derivationally_related_form,01634142
02241799,_hypernym,02241569
05540513,_has_part,05282000
02765924,_hypernym,02767308
00795720,_hypernym,00575741
13813765,_derivationally_related_form,02539788
12391477,_hypernym,11534677
07967982,_hypernym,00031264
01563724,_derivationally_related_form,10402285
00861929,_derivationally_related_form,06691684
00785690,_hypernym,02163301
12553314,_member_meronym,12553573
00394563,_derivationally_related_form,13845838
08546870,_hypernym,08491826
02388764,_derivationally_related_form,10625285
01364357,_hypernym,02191766
00951399,_verb_group,00951206
01386433,_derivationally_related_form,03250588
02465658,_hypernym,02449340
01511706,_derivationally_related_form,04011827
00550117,_verb_group,00169458
06404582,_derivationally_related_form,00996485
02530003,_hypernym,02528380
07535670,_derivationally_related_form,00911562
02707188,_hypernym,03442288
08961970,_has_part,08962187
08230009,_hypernym,08227214
01480149,_derivationally_related_form,09609561
09935233,_hypernym,10105085
02016198,_hypernym,01507175
14500567,_derivationally_related_form,01472807
03971422,_hypernym,04440749
01941670,_member_meronym,01946118
15152261,_hypernym,15145171
02311387,_hypernym,00173338
02850060,_hypernym,03182232
00235110,_derivationally_related_form,00318735
00331531,_hypernym,00280586
06833890,_hypernym,06828818
14393438,_hypernym,14393161
05511061,_has_part,05513020
02911485,_hypernym,03744840
05154908,_hypernym,05154676
01351170,_derivationally_related_form,03308152
08043169,_instance_hypernym,08392137
14493426,_hypernym,14493145
13934596,_hypernym,13927383
05020358,_hypernym,05009170
13439570,_derivationally_related_form,00294522
01987228,_hypernym,01759182
00665886,_derivationally_related_form,01186192
12045352,_member_meronym,12045514
02553196,_member_meronym,02559232
00594580,_hypernym,00586262
00028010,_hypernym,00027705
01543731,_derivationally_related_form,04081044
06333653,_derivationally_related_form,01024190
14065903,_hypernym,14061805
00849080,_derivationally_related_form,06716234
02235666,_verb_group,02537407
07151892,_derivationally_related_form,02897524
01456463,_derivationally_related_form,03045074
08860123,_member_of_domain_region,13926932
00518115,_derivationally_related_form,11435028
09818343,_derivationally_related_form,06095022
02191273,_hypernym,02190166
11105298,_instance_hypernym,10151760
11961686,_hypernym,11579418
02336451,_hypernym,01864707
08965598,_has_part,09371151
01648818,_hypernym,01626134
10495421,_derivationally_related_form,01871680
02047650,_derivationally_related_form,07442068
14582220,_synset_domain_topic_of,06098195
12546962,_hypernym,13118707
08860123,_member_of_domain_region,00538876
09538915,_derivationally_related_form,02870663
02486932,_derivationally_related_form,01230965
01691782,_member_meronym,01691951
03274796,_hypernym,03088707
10786517,_derivationally_related_form,02128286
12558230,_hypernym,12557995
01235769,_also_see,01240308
01800349,_derivationally_related_form,07490713
13966007,_hypernym,13963970
01328705,_derivationally_related_form,02728763
14323683,_hypernym,14322699
08791167,_has_part,08910668
02397637,_derivationally_related_form,00198451
00579201,_synset_domain_topic_of,08199025
05730365,_hypernym,05731779
03743902,_hypernym,04341686
05579944,_derivationally_related_form,02707429
00993014,_hypernym,00740577
13249245,_hypernym,13246662
01482330,_hypernym,01482071
10410668,_derivationally_related_form,00595894
09023321,_has_part,09233284
00290302,_derivationally_related_form,00363260
03442288,_hypernym,02973558
08705397,_has_part,08706247
00443984,_derivationally_related_form,07407970
02433123,_hypernym,02432530
00956405,_hypernym,00839834
10249950,_synset_domain_topic_of,08441203
00195569,_derivationally_related_form,00436404
09105821,_has_part,09107098
02215355,_hypernym,02274482
00593669,_hypernym,00636574
00510364,_derivationally_related_form,00263947
07157273,_member_of_domain_usage,14050434
02652668,_hypernym,02552171
13895262,_hypernym,13894434
10669991,_derivationally_related_form,00579712
00364600,_derivationally_related_form,00315330
